UniProt_ID,seg_idx,score
P15941,0,0.6361999999999999
Q7Z434,0,0.036379999999999975
O43561,0,0.030899999999999976
P31431,0,0.2838200000000001
O75445,0,0.6726599999999999
Q9UM73,0,0.6909199999999998
Q9H461,0,0.5507200000000002
Q9H461,1,0.2901800000000001
Q9H461,2,0.06893999999999999
Q9H461,3,0.08101999999999998
O14763,0,0.2743200000000001
P46531,0,0.6479400000000003
Q8N114,0,0.05253999999999995
Q07065,0,0.5583400000000002
P08172,0,0.03967999999999997
P08172,1,0.02312
P08172,2,0.04015999999999998
P08172,3,0.022580000000000003
Q08345,0,0.4154000000000002
O60500,0,0.6962799999999999
P05067,0,0.7758000000000002
Q8WXG9,0,0.61704
Q8WXG9,1,0.01344000000000001
Q8WXG9,2,0.05063999999999996
Q8WXG9,3,0.041339999999999974
P11362,0,0.51494
P40967,0,0.030179999999999995
P07766,0,0.08765999999999999
P20963,0,0.017740000000000013
P04626,0,0.2804999999999999
O75460,0,0.29875999999999997
P35968,0,0.6087799999999998
Q12879,0,0.4105600000000002
Q12879,1,0.20460000000000003
Q86WV6,0,0.018780000000000012
Q86WV6,1,0.03175999999999999
P07949,0,0.27287999999999996
P08908,0,0.07935999999999997
P08908,1,0.015480000000000011
P08908,2,0.04143999999999999
P08908,3,0.01798000000000001
P01857,0,0.4037000000000001
Q7Z3C6,0,0.06459999999999996
Q7Z3C6,1,0.017920000000000012
O75581,0,0.6572600000000002
P63027,0,0.02765999999999999
Q04671,0,0.03183999999999997
Q04671,1,0.025020000000000008
Q04671,2,0.022320000000000003
Q04671,3,0.030119999999999994
Q04671,4,0.023520000000000003
Q04671,5,0.030899999999999976
Q14BN4,0,0.025200000000000004
P15529,0,0.56372
Q8TEM1,0,0.6716599999999998
P00533,0,0.38326
P21802,0,0.5658799999999998
P08247,0,0.06488
P08247,1,0.03505999999999999
Q14739,0,0.56774
P29317,0,0.48560000000000003
P17948,0,0.4919599999999999
P05556,0,0.5635000000000002
P10747,0,0.12544000000000008
Q16635,0,0.03153999999999999
Q16635,1,0.10403999999999998
P61073,0,0.07643999999999998
P61073,1,0.027379999999999988
P61073,2,0.025399999999999995
P61073,3,0.026060000000000003
Q15303,0,0.40448000000000006
O00254,0,0.05235999999999996
O00254,1,0.038999999999999965
O00254,2,0.04241999999999997
O00254,3,0.023859999999999996
Q9Y624,0,0.46004000000000006
P31645,0,0.03411999999999997
P31645,1,0.05583999999999999
P31645,2,0.03999999999999997
P31645,3,0.014640000000000009
P31645,4,0.031279999999999974
P31645,5,0.05073999999999998
P49146,0,0.06269999999999998
P49146,1,0.02812
P49146,2,0.03965999999999997
P49146,3,0.045659999999999965
P15954,0,0.04333999999999997
P15954,1,0.03067999999999998
P13569,0,0.029399999999999992
P13569,1,0.018640000000000014
P13569,2,0.006920000000000004
P13569,3,0.04197999999999997
P13569,4,0.02765999999999999
P13569,5,0.02334000000000001
