name,preds
P15941|tm|seg0,0.023176124
Q7Z434|tm|seg0,0.15061092
Q9BR39|tm|seg0,0.023245709
O43561|tm|seg0,0.06837486
P31431|tm|seg0,0.07080604
O75445|tm|seg0,0.024522448
Q9UM73|tm|seg0,0.08968258
Q9H461|tm|seg0,0.018811025
Q9H461|tm|seg1,0.024687117
Q9H461|tm|seg2,0.02941993
Q9H461|tm|seg3,0.022220232
Q9H461|tm|seg4,0.023163162
Q9H461|tm|seg5,0.020599725
Q9H461|tm|seg6,0.02532924
O14763|tm|seg0,0.057516992
P46531|tm|seg0,0.030909566
Q8N114|tm|seg0,0.02145192
Q07065|tm|seg0,0.035143774
P08172|tm|seg0,0.039154645
P08172|tm|seg1,0.029785495
P08172|tm|seg2,0.023422679
P08172|tm|seg3,0.019237343
P08172|tm|seg4,0.05342966
P08172|tm|seg5,0.07205462
P08172|tm|seg6,0.044979777
Q08345|tm|seg0,0.044663776
O60500|tm|seg0,0.38619974
P05067|tm|seg0,0.026335403
Q8WXG9|tm|seg0,0.024434747
Q8WXG9|tm|seg1,0.029291088
Q8WXG9|tm|seg2,0.025776466
Q8WXG9|tm|seg3,0.018545557
Q8WXG9|tm|seg4,0.024747057
Q8WXG9|tm|seg5,0.024881067
Q8WXG9|tm|seg6,0.021038821
P11362|tm|seg0,0.020594614
Q8NC56|tm|seg0,0.02797829
Q8NC56|tm|seg1,0.026112134
P40967|tm|seg0,0.036208574
P07766|tm|seg0,0.028449316
P20963|tm|seg0,0.037867196
P04626|tm|seg0,0.021580279
O75460|tm|seg0,0.022073861
P35968|tm|seg0,0.02221385
Q12879|tm|seg0,0.03728404
Q12879|tm|seg1,0.016539792
Q12879|tm|seg2,0.04509006
Q86WV6|tm|seg0,0.4391641
Q86WV6|tm|seg1,0.025516842
Q86WV6|tm|seg2,0.019128589
Q86WV6|tm|seg3,0.046399046
P07949|tm|seg0,0.023054693
P08908|tm|seg0,0.039134715
P08908|tm|seg1,0.043103386
P08908|tm|seg2,0.030732792
P08908|tm|seg3,0.021441072
P08908|tm|seg4,0.15294613
P08908|tm|seg5,0.043303747
P08908|tm|seg6,0.06164071
Q7Z3C6|tm|seg0,0.02461152
Q7Z3C6|tm|seg1,0.023072151
Q7Z3C6|tm|seg2,0.02657077
Q7Z3C6|tm|seg3,0.02521325
O75581|tm|seg0,0.022125613
P63027|tm|seg0,0.022179294
O60733|tm|seg0,0.018614544
O60733|tm|seg1,0.019323984
Q04671|tm|seg0,0.023258677
Q04671|tm|seg1,0.029467998
Q04671|tm|seg2,0.8761898
Q04671|tm|seg3,0.031246467
Q04671|tm|seg4,0.9813579
Q04671|tm|seg5,0.02253303
Q04671|tm|seg6,0.025967475
Q04671|tm|seg7,0.059403013
Q04671|tm|seg8,0.020810844
Q04671|tm|seg9,0.019252159
Q04671|tm|seg10,0.031273726
Q04671|tm|seg11,0.022462387
