UniProt_ID,seg_idx,score
P15941,0,0.525997358332251
Q7Z434,0,0.5106724733026158
Q9BR39,0,0.40154975756564737
O43561,0,0.5347628505405719
P31431,0,0.4623102339986007
O75445,0,0.5340124596043605
Q9UM73,0,0.5290813647025467
Q9H461,0,0.47044026842000347
Q9H461,1,0.48601570319309495
Q9H461,2,0.473629373047794
Q9H461,3,0.4463714044297271
Q9H461,4,0.47505683288466866
Q9H461,5,0.47638434102070265
Q9H461,6,0.4712891211115332
O14763,0,0.5121076395642211
P46531,0,0.5899659477689763
Q8N114,0,0.40408955383503
Q07065,0,0.5916048218273569
P08172,0,0.3976331771238108
P08172,1,0.4306582599409673
P08172,2,0.4147274190264273
P08172,3,0.47077992106097977
P08172,4,0.45964572988796987
P08172,5,0.5176353984539286
P08172,6,0.4428512946605204
Q08345,0,0.5254617299743511
O60500,0,0.5222525215442053
P05067,0,0.5552364669194518
Q8WXG9,0,0.479699659271022
Q8WXG9,1,0.4174843931320491
Q8WXG9,2,0.4682326776902794
Q8WXG9,3,0.47624130500894635
Q8WXG9,4,0.48741505349397163
Q8WXG9,5,0.4724807046918662
Q8WXG9,6,0.4789605338840138
P11362,0,0.4643145933550472
Q8NC56,0,0.5868824341421781
Q8NC56,1,0.479137681665323
P40967,0,0.5313215514215253
P07766,0,0.44022267536349385
P20963,0,0.472206197565668
P04626,0,0.5288874802798802
O75460,0,0.4712362967743385
P35968,0,0.47511671613670803
Q12879,0,0.4747141925898572
Q12879,1,0.47213312356845516
Q12879,2,0.44299602280936784
Q86WV6,0,0.40231712946359866
Q86WV6,1,0.5363625153132221
Q86WV6,2,0.43480232419198594
Q86WV6,3,0.44842137314837555
P07949,0,0.46095494581688945
P08908,0,0.3991952129371706
P08908,1,0.39527440998839003
P08908,2,0.40895352730319434
P08908,3,0.3960324234560043
P08908,4,0.4719767146723703
P08908,5,0.47019031767355557
P08908,6,0.45338127456140864
Q7Z3C6,0,0.5729183693387956
Q7Z3C6,1,0.3928893275703824
Q7Z3C6,2,0.4437870771844216
Q7Z3C6,3,0.5527875873732668
O75581,0,0.5691391174929641
P63027,0,0.5547250680027838
O60733,0,0.43905665188098764
O60733,1,0.41310996165611985
Q04671,0,0.47757001180175246
Q04671,1,0.45502049532998173
Q04671,2,0.5303229366017905
Q04671,3,0.48129051101688747
Q04671,4,0.3949307095039327
Q04671,5,0.5597513998428254
Q04671,6,0.4846841591846542
Q04671,7,0.5651665301012825
Q04671,8,0.5628771932635175
Q04671,9,0.5059966453015128
Q04671,10,0.46719116901402946
Q04671,11,0.40544691769160995
Q14BN4,0,0.5379356885578265
P15529,0,0.5180209818568984
Q8TEM1,0,0.48459279243086206
Q9UJA2,0,0.39199034803872246
Q9UJA2,1,0.4549752341587152
Q9UJA2,2,0.45652597224930236
Q9UJA2,3,0.4658328105417746
Q9UJA2,4,0.6287217346082153
P00533,0,0.536199443986308
P21802,0,0.40226322498786365
P08247,0,0.43411989502290727
P08247,1,0.48028711248400846
P08247,2,0.47558036019522754
P08247,3,0.4678490314242142
Q14739,0,0.4999784091777592
Q14739,1,0.4701686155870503
Q14739,2,0.46842735789299134
Q14739,3,0.4673182708399726
Q14739,4,0.39376298022687756
Q14739,5,0.48143533113479153
Q14739,6,0.4090394124153676
Q14739,7,0.46252019439250125
P29317,0,0.5346749605232195
P17948,0,0.5506112223448828
P05556,0,0.5222356352042711
P10747,0,0.4730025455903851
P61073,0,0.4687875289500978
P61073,1,0.46765845286717644
P61073,2,0.46763837616131043
P61073,3,0.4702680581752098
P61073,4,0.4040351244667867
P61073,5,0.47488954579251663
P61073,6,0.4284994875217651
Q15303,0,0.47286617861174796
O00254,0,0.4433098386088421
O00254,1,0.4691077616905739
O00254,2,0.43717214619715294
O00254,3,0.42974893580627377
O00254,4,0.4750953428176049
O00254,5,0.45673139039799276
O00254,6,0.4723170987646146
Q9H3U5,0,0.4918946246513839
Q9H3U5,1,0.47482495349940135
Q9H3U5,2,0.484424201100665
Q9H3U5,3,0.46500076268540147
Q9H3U5,4,0.3937834854155468
Q9H3U5,5,0.5455404961377641
Q9H3U5,6,0.48099449746859113
Q9H3U5,7,0.39996084335540805
Q9H3U5,8,0.40417016796413696
Q9H3U5,9,0.4790940653891802
Q9H3U5,10,0.4020625062165514
Q9H3U5,11,0.5548796076172422
Q9Y624,0,0.5571413615320857
P31645,0,0.3724554557161064
P31645,1,0.47903900015986195
P31645,2,0.4573907350868881
P31645,3,0.47194158808407904
P31645,4,0.46368746081890894
P31645,5,0.4793992540882265
P31645,6,0.46498389825189596
P31645,7,0.4780895449184056
P31645,8,0.4836986045973669
P31645,9,0.4669655266825048
P31645,10,0.4882425860902243
P31645,11,0.47429480359609555
P49146,0,0.40701350860504615
P49146,1,0.44335916363389727
P49146,2,0.3760320927550277
P49146,3,0.4637097466525169
P49146,4,0.5689065386063844
P49146,5,0.45220271173634125
P49146,6,0.3608212352166845
P15954,0,0.32472056915602276
P13569,0,0.3827089045418035
P13569,1,0.40433626807366685
P13569,2,0.47132952698471986
P13569,3,0.4737891613233256
P13569,4,0.5995555319598688
P13569,5,0.37673985735217697
P13569,6,0.45435063193073744
P13569,7,0.4305882267961656
P13569,8,0.5321335785734698
P13569,9,0.4836622497706857
P13569,10,0.44189931717385983
P13569,11,0.3982748184598347
Q9BRQ8,0,0.5666690720630303
Q13021,0,0.4652850693509183
Q13021,1,0.4737684794815955
Q13021,2,0.401430607366367
Q13021,3,0.48352411523986316
