UniProt_ID,seg_idx,score
P15941,0,0.39556698472086793
Q7Z434,0,0.8330745379708189
Q9BR39,0,0.8945590709689284
O43561,0,0.668891758549701
P31431,0,0.3757598703438677
O75445,0,0.3652975443557631
Q9UM73,0,0.7942028954083203
Q9H461,0,0.40264192660619513
Q9H461,1,0.41543115931005853
Q9H461,2,0.2907623394153665
Q9H461,3,0.6874391983837145
O14763,0,0.40586640020176135
P46531,0,0.9096430344347542
Q8N114,0,0.6448823330900546
Q07065,0,0.6449927775108675
P08172,0,0.38297015038596827
P08172,1,0.409298844558334
P08172,2,0.5922468975807553
P08172,3,0.386361976734367
Q08345,0,0.6803259123755538
O60500,0,0.49501948792644
P05067,0,0.3563983992628537
Q8WXG9,0,0.44917617394561066
Q8WXG9,1,0.4462256778046418
Q8WXG9,2,0.3073676917730155
Q8WXG9,3,0.46495584892195385
P11362,0,0.3738548160746867
P40967,0,0.24388906165609625
P07766,0,0.41411076521203444
P20963,0,0.3724182603090155
P04626,0,0.7821972512774278
O75460,0,0.736585092439449
P35968,0,0.7090396731281602
Q12879,0,0.3475282988549334
Q12879,1,0.427487184925897
Q12879,2,0.7353459222921367
Q86WV6,0,0.43105215607465264
Q86WV6,1,0.45164870956920644
Q86WV6,2,0.3423721664836453
P07949,0,0.33602638100135074
P08908,0,0.39836684607906325
P08908,1,0.4067066775785727
P08908,2,0.39638859546902266
P08908,3,0.4413391443914805
Q7Z3C6,0,0.14147198840120342
Q7Z3C6,1,0.1285529198817415
Q7Z3C6,2,0.47253795830792
Q7Z3C6,3,0.23962954696149721
Q7Z3C6,4,0.1935974614019142
Q7Z3C6,6,0.6687431915056163
O75581,0,0.7239592645671089
P63027,0,0.43244416304101824
Q04671,0,0.5048460863928991
Q04671,2,0.3451904768577202
Q04671,3,0.11323657838116706
Q04671,4,0.4369053748569622
Q04671,5,0.36043940191813606
Q14BN4,0,0.7439250601212538
P15529,0,0.40158031615241263
Q8TEM1,0,0.4735837386590408
P00533,0,0.7436360421932625
P21802,0,0.6025417216814728
P08247,0,0.34403750252256626
P08247,2,0.6904251767049835
P29317,0,0.2815307031117362
P17948,0,0.4209576044728785
P05556,0,0.19258137491881883
P10747,0,0.46485619128567457
P61073,0,0.4424030365593127
P61073,1,0.288948289501356
P61073,2,0.40334362896956905
P61073,3,0.4779593688298048
Q15303,0,0.7707305070670378
O00254,1,0.37171938385779
O00254,2,0.437229018640885
O00254,3,0.4206915040170959
Q9Y624,0,0.31315165419417096
P31645,0,0.4502243544534938
P31645,1,0.31025364506996267
P31645,3,0.4700596863742601
P31645,4,0.33506149875674957
P31645,5,0.3117290270525917
P31645,6,0.2931891576997149
P49146,0,0.3715927375562723
P49146,1,0.3994651482341748
P49146,2,0.46063190820780997
P49146,3,0.1472478804042693
P13569,0,0.0947369950193992
P13569,1,0.16105136220736782
P13569,2,0.14799757926888524
P13569,3,0.339880651644873
P13569,4,0.26221842560859976
P13569,5,0.19339418914878892
P13569,6,0.19361523201609965
Q03135,0,0.08105580419638413
Q03135,1,0.17762302703994404
