UniProt_ID,seg_idx,score
P15941,0,0.0038400000000000023
Q7Z434,0,0.004180000000000003
Q9BR39,0,0.005380000000000004
O43561,0,0.003120000000000002
P31431,0,0.0022000000000000014
O75445,0,0.0038400000000000027
Q9UM73,0,0.004220000000000002
Q9H461,0,0.02124000000000001
Q9H461,1,0.01948000000000001
Q9H461,2,0.014140000000000008
Q9H461,3,0.006800000000000005
Q9H461,4,0.005560000000000004
Q9H461,5,0.004380000000000003
Q9H461,6,0.008460000000000006
O14763,0,0.005020000000000004
P46531,0,0.008380000000000006
Q8N114,0,0.004800000000000003
Q07065,0,0.004660000000000003
P08172,0,0.006880000000000005
P08172,1,0.006180000000000004
P08172,2,0.006520000000000005
P08172,3,0.010160000000000008
P08172,4,0.010060000000000006
P08172,5,0.007840000000000007
P08172,6,0.03881999999999998
Q08345,0,0.005020000000000004
O60500,0,0.005980000000000004
P05067,0,0.009780000000000006
Q8WXG9,0,0.010000000000000007
Q8WXG9,1,0.006380000000000005
Q8WXG9,2,0.031659999999999966
Q8WXG9,3,0.007980000000000006
Q8WXG9,4,0.004060000000000003
Q8WXG9,5,0.009120000000000007
Q8WXG9,6,0.027999999999999994
P11362,0,0.005240000000000003
Q8NC56,0,0.0052800000000000034
Q8NC56,1,0.009300000000000008
P40967,0,0.004360000000000003
P07766,0,0.0067000000000000046
P20963,0,0.005180000000000003
P04626,0,0.005260000000000003
O75460,0,0.01658000000000001
P35968,0,0.0036200000000000017
Q12879,0,0.005680000000000004
Q12879,1,0.01712000000000001
Q12879,2,0.006500000000000005
Q86WV6,0,0.005700000000000004
Q86WV6,1,0.007000000000000005
Q86WV6,2,0.010980000000000007
Q86WV6,3,0.005260000000000003
P07949,0,0.005820000000000004
P08908,0,0.005840000000000004
P08908,1,0.004820000000000003
P08908,2,0.003900000000000003
P08908,3,0.004460000000000003
P08908,4,0.008180000000000007
P08908,5,0.005780000000000004
P08908,6,0.03671999999999998
Q7Z3C6,0,0.02068000000000001
Q7Z3C6,1,0.01374000000000001
Q7Z3C6,2,0.003220000000000002
Q7Z3C6,3,0.010240000000000006
O75581,0,0.01318000000000001
P63027,0,0.01250000000000001
O60733,0,0.006500000000000005
O60733,1,0.007420000000000005
Q04671,0,0.007200000000000004
Q04671,1,0.004920000000000003
Q04671,2,0.0042600000000000025
Q04671,3,0.005000000000000002
Q04671,4,0.0029600000000000017
Q04671,5,0.009520000000000006
Q04671,6,0.014360000000000008
Q04671,7,0.009180000000000008
Q04671,8,0.004000000000000003
Q04671,9,0.004600000000000003
Q04671,10,0.01292000000000001
Q04671,11,0.005940000000000004
Q14BN4,0,0.004260000000000003
P15529,0,0.010040000000000007
Q8TEM1,0,0.01316000000000001
Q9UJA2,0,0.007080000000000004
Q9UJA2,1,0.010560000000000007
Q9UJA2,2,0.006860000000000005
Q9UJA2,3,0.004100000000000003
Q9UJA2,4,0.02108000000000001
P00533,0,0.003100000000000002
P21802,0,0.004760000000000004
P08247,0,0.023719999999999998
P08247,1,0.0066600000000000045
P08247,2,0.023400000000000008
P08247,3,0.02798
Q14739,0,0.010040000000000007
Q14739,1,0.029019999999999997
Q14739,2,0.008500000000000006
Q14739,3,0.004720000000000003
Q14739,4,0.009700000000000007
Q14739,5,0.027919999999999997
Q14739,6,0.007580000000000006
Q14739,7,0.026200000000000005
P29317,0,0.0035800000000000025
P17948,0,0.005700000000000004
P05556,0,0.0022800000000000016
P10747,0,0.0038800000000000024
P61073,0,0.009540000000000007
P61073,1,0.015580000000000012
P61073,2,0.01706000000000001
P61073,3,0.01208000000000001
P61073,4,0.006820000000000005
P61073,5,0.024200000000000003
P61073,6,0.005980000000000004
Q15303,0,0.005940000000000004
O00254,0,0.0049800000000000035
O00254,1,0.026460000000000004
O00254,2,0.009680000000000006
O00254,3,0.02366
O00254,4,0.02074000000000001
O00254,5,0.007680000000000005
O00254,6,0.01734000000000001
Q9H3U5,0,0.010340000000000007
Q9H3U5,1,0.02180000000000001
Q9H3U5,2,0.008380000000000006
Q9H3U5,3,0.03203999999999999
Q9H3U5,4,0.009260000000000008
Q9H3U5,5,0.0032000000000000023
Q9H3U5,6,0.018780000000000012
Q9H3U5,7,0.03215999999999999
Q9H3U5,8,0.004140000000000002
Q9H3U5,9,0.0038200000000000026
Q9H3U5,10,0.009100000000000006
Q9H3U5,11,0.009640000000000006
Q9Y624,0,0.0022800000000000016
P31645,0,0.029879999999999986
P31645,1,0.011180000000000008
P31645,2,0.022819999999999997
P31645,3,0.008560000000000005
P31645,4,0.010000000000000007
P31645,5,0.0063200000000000036
P31645,6,0.02080000000000001
P31645,7,0.006740000000000004
P31645,8,0.006420000000000005
P31645,9,0.006440000000000005
P31645,10,0.008120000000000006
P31645,11,0.01726000000000001
P49146,0,0.010240000000000006
P49146,1,0.005680000000000003
P49146,2,0.008000000000000005
P49146,3,0.002860000000000002
P49146,4,0.010580000000000008
P49146,5,0.007680000000000005
P49146,6,0.030139999999999986
P15954,0,0.005180000000000003
P13569,0,0.02598
P13569,1,0.007760000000000005
P13569,2,0.004400000000000003
P13569,3,0.005240000000000003
P13569,4,0.03721999999999998
P13569,5,0.013180000000000008
P13569,6,0.0036000000000000025
P13569,7,0.010140000000000007
P13569,8,0.006740000000000005
P13569,9,0.011540000000000009
P13569,10,0.029479999999999985
P13569,11,0.010580000000000008
Q9BRQ8,0,0.01626000000000001
Q13021,0,0.008660000000000006
Q13021,1,0.015220000000000011
Q13021,2,0.009540000000000007
Q13021,3,0.009220000000000006
