UniProt_ID,seg_idx,score
P15941,0,0.8226779566841024
P31431,0,0.40140791595115144
O75445,0,0.6192947590770546
Q9UM73,0,0.7515490793648962
Q9H461,0,0.6780611086289923
Q9H461,1,0.49638989248031484
Q9H461,2,0.34418671973640114
Q9H461,3,0.3132744878144116
O14763,0,0.33501945658005283
P46531,0,0.46547167143855905
Q8N114,0,0.16717748721452827
Q07065,0,0.68048123625187
P08172,0,0.5641616909192568
P08172,2,0.4427484928180132
Q08345,0,0.6212699861731961
O60500,0,0.7281165451903482
P05067,0,0.7344462138568033
Q8WXG9,0,0.3292210678497136
Q8WXG9,1,0.3967601261340254
Q8WXG9,2,0.3286594036664543
P11362,0,0.6714096776654154
P40967,0,0.25866911989389096
P07766,0,0.12401129113837125
P04626,0,0.371540899707839
O75460,0,0.5441549576535176
P35968,0,0.433320467243543
Q12879,0,0.254320174752012
Q12879,1,0.14678701093280422
Q86WV6,0,0.42410705272434723
Q86WV6,1,0.44418801558753007
P07949,0,0.3891213420903651
P08908,0,0.4685983139770673
P08908,2,0.3940724823622619
P01857,0,0.3871847853274284
Q7Z3C6,0,0.21239248303265712
O75581,0,0.5408543358093589
Q04671,0,0.15621251143642167
Q04671,1,0.3345918546997285
Q04671,2,0.13573803981441301
Q04671,3,0.46249129113970733
Q04671,4,0.2650547169085405
Q04671,5,0.33826526475069985
P15529,0,0.6511131984232761
Q8TEM1,0,0.4535371524144104
P00533,0,0.3910713978721543
P21802,0,0.5698252106351545
P08247,0,0.2417181267059232
P08247,1,0.5057345802988062
Q14739,0,0.6145968140295306
P29317,0,0.48884167589687844
P17948,0,0.41871509754001285
P05556,0,0.6231271349866099
P10747,0,0.21363393999867802
Q16635,0,0.4269373860634512
Q16635,1,0.17064911049802822
P61073,0,0.30325417853682946
P61073,1,0.47371358965390165
P61073,2,0.3767964172129052
P61073,3,0.2958469144575905
Q15303,0,0.458293112797872
O00254,0,0.24027362890598022
O00254,1,0.34199818740794846
O00254,2,0.2713222014656633
O00254,3,0.4445244508145022
Q9Y624,0,0.21450736784179883
P31645,1,0.16990893585217046
P31645,2,0.3613601876615552
P31645,3,0.2363230987702733
P31645,4,0.4007611705826413
P31645,5,0.48154373807436446
P49146,0,0.487534203837666
P49146,2,0.31784105448822675
P15954,0,0.42302922904556656
P13569,0,0.33246590210296467
P13569,2,0.41516299953505986
P13569,3,0.35460620401176657
P13569,5,0.4451860207827125
